Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, Confidence, RTime1, RTime1b, RTime2, Color, 
257,145,n,False,153,105,False,79,False,74,False,51,True,54,3,3.255534887,1.754376888,0.300786018,Naranja,
258,485,n,True,154,105,False,79,True,75,False,51,False,54,1,2.849812031,1.349392891,0.401265144,Naranja,
259,636,n,True,155,105,False,79,True,76,False,51,False,54,1,1.647068977,0.145926952,0.300909042,Azul,
260,289,n,True,156,105,False,79,True,77,False,51,False,54,1,2.153942823,0.653503895,0.501479864,Naranja,
261,146,s,True,157,105,True,80,False,77,False,51,False,54,6,1.73895216,0.237910032,0.702312946,Verde,
262,397,s,True,158,105,True,81,False,77,False,51,False,54,6,1.647393942,0.146251917,0.200666189,Azul,
263,41,s,True,159,105,True,82,False,77,False,51,False,54,6,1.647069931,0.146161079,0.501504183,Purpura,
264,640,n,True,160,105,False,82,True,78,False,51,False,54,1,1.847123146,0.345934153,0.601629019,Verde,
265,624,n,True,161,105,False,82,True,79,False,51,False,54,1,1.651628971,0.150532007,0.200550795,Verde,
266,245,n,True,162,105,False,82,True,80,False,51,False,54,1,2.24881196,0.747730017,0.802063942,Verde,
267,27,n,False,162,106,False,82,False,80,False,51,True,55,1,1.852620125,0.351471186,0.50144887,Naranja,
268,137,s,True,163,106,True,83,False,80,False,51,False,55,6,2.341734886,0.840629816,0.701858044,Purpura,
269,390,s,True,164,106,True,84,False,80,False,51,False,55,5,1.65104413,0.150449038,1.202975035,Purpura,
270,509,n,True,165,106,False,84,True,81,False,51,False,55,1,1.648216009,0.147117138,0.300849915,Purpura,
271,50,n,False,165,107,False,84,False,81,False,51,True,56,1,3.249952078,1.748905897,0.902194977,Verde,
272,257,s,False,165,108,False,84,False,81,True,52,False,56,6,6.062467098,4.561367035,0.501369953,Naranja,
273,280,n,True,166,108,False,84,True,82,False,52,False,56,1,1.65269804,0.151540041,1.102720022,Naranja,
274,626,n,True,167,108,False,84,True,83,False,52,False,56,2,2.348654032,0.847554922,1.203219891,Naranja,
275,510,n,True,168,108,False,84,True,84,False,52,False,56,1,1.637715817,0.136596203,1.204349995,Azul,
276,103,n,False,168,109,False,84,False,84,False,52,True,57,3,2.955872059,1.455357075,0.201081991,Azul,
277,635,n,True,169,109,False,84,True,85,False,52,False,57,1,1.947425127,0.446300983,0.301311016,Naranja,
278,118,n,False,169,110,False,84,False,85,False,52,True,58,2,2.248294115,0.747140169,0.300833941,Purpura,
279,430,s,True,170,110,True,85,False,85,False,52,False,58,5,1.947758913,0.446574926,0.903053045,Azul,
280,398,n,False,170,111,False,85,False,85,False,52,True,59,1,2.650275946,1.149189949,0.401019096,Naranja,
281,237,n,True,171,111,False,85,True,86,False,52,False,59,1,2.943422079,1.442298174,0.401550055,Azul,
282,213,s,False,171,112,False,85,False,86,True,53,False,59,4,3.055033922,1.55397296,2.005804062,Verde,
283,294,n,True,172,112,False,85,True,87,False,53,False,59,1,1.651523113,0.150366068,1.30328393,Purpura,
284,182,n,True,173,112,False,85,True,88,False,53,False,59,1,1.648161888,0.147032976,0.702253103,Purpura,
285,488,n,True,174,112,False,85,True,89,False,53,False,59,1,1.637738943,0.136693001,0.401052952,Azul,
286,331,s,True,175,112,True,86,False,89,False,53,False,59,5,3.050235987,1.548905849,0.501569033,Verde,
287,346,s,True,176,112,True,87,False,89,False,53,False,59,5,2.05150795,0.551035881,0.401683092,Azul,
288,30,n,False,176,113,False,87,False,89,False,53,True,60,2,3.456053019,1.954946041,0.60173893,Naranja,
289,76,n,False,176,114,False,87,False,89,False,53,True,61,1,2.655102015,1.154000044,0.300961018,Verde,
290,70,n,False,176,115,False,87,False,89,False,53,True,62,1,2.955881119,1.454679012,1.103102922,Purpura,
291,126,n,False,176,116,False,87,False,89,False,53,True,63,1,2.254214048,0.75303793,0.301358223,Naranja,
292,51,s,True,177,116,True,88,False,89,False,53,False,63,5,4.253691912,2.752617836,0.701893091,Purpura,
293,388,n,False,177,117,False,88,False,89,False,53,True,64,2,2.549226046,1.048158884,0.501431942,Naranja,
294,168,n,True,178,117,False,88,True,90,False,53,False,64,1,1.65111804,0.149987936,0.300697088,Naranja,
295,622,n,True,179,117,False,88,True,91,False,53,False,64,1,1.647990942,0.146774054,0.401156902,Azul,
296,320,n,True,180,117,False,88,True,92,False,53,False,64,3,3.756778002,2.255566835,0.401149988,Azul,
297,400,n,False,180,118,False,88,False,92,False,53,True,65,2,4.453857899,2.952770948,0.201097012,Azul,
298,2,s,True,181,118,True,89,False,92,False,53,False,65,5,1.652314901,0.151153803,0.60135603,Verde,
299,411,s,True,182,118,True,90,False,92,False,53,False,65,6,1.648070812,0.146973133,0.200524092,Verde,
300,628,s,False,182,119,False,90,False,92,True,54,False,65,6,1.647017956,0.145961046,0.601541042,Purpura,
301,225,n,True,183,119,False,90,True,93,False,54,False,65,3,2.554885864,1.053763866,2.205564022,Naranja,
302,512,n,True,184,119,False,90,True,94,False,54,False,65,1,6.058109045,4.557008028,0.401187897,Verde,
303,253,n,True,185,119,False,90,True,95,False,54,False,65,1,1.852019072,0.350908041,0.802067995,Azul,
304,230,n,True,186,119,False,90,True,96,False,54,False,65,1,2.052483082,0.551425934,0.40111804,Purpura,
305,207,s,False,186,120,False,90,False,96,True,55,False,65,4,2.141738176,0.640647173,0.401117086,Verde,
306,136,s,True,187,120,True,91,False,96,False,55,False,65,6,1.652740955,0.151631832,0.401526928,Naranja,
307,479,s,True,188,120,True,92,False,96,False,55,False,65,6,1.650519848,0.149988174,0.200655937,Naranja,
308,301,n,True,189,120,False,92,True,97,False,55,False,65,2,1.64816308,0.147094965,2.406358957,Azul,
309,96,n,False,189,121,False,92,False,97,False,55,True,66,3,1.653720856,0.152610064,1.604420185,Purpura,
310,200,n,True,190,121,False,92,True,98,False,55,False,66,1,2.053730011,0.55350399,0.4011271,Naranja,
311,220,n,True,191,121,False,92,True,99,False,55,False,66,1,1.650866032,0.149811983,0.401165962,Verde,
312,399,s,True,192,121,True,93,False,99,False,55,False,66,6,3.451942205,1.950724125,0.501953125,Purpura,
313,480,s,True,193,121,True,94,False,99,False,55,False,66,6,1.650493145,0.149936914,0.802267075,Verde,
314,259,n,True,194,121,False,94,True,100,False,55,False,66,1,2.855092049,1.354027033,5.412493944,Purpura,
315,216,n,True,195,121,False,94,True,101,False,55,False,66,2,2.041656971,0.540456057,0.602164984,Naranja,
316,74,n,False,195,122,False,94,False,101,False,55,True,67,2,1.639199972,0.13805294,0.501601934,Azul,
317,508,n,True,196,122,False,94,True,102,False,55,False,67,1,2.954200983,1.453681946,3.408424139,Naranja,
318,557,n,True,197,122,False,94,True,103,False,55,False,67,3,2.850284815,1.349125862,2.205781937,Purpura,
319,603,n,True,198,122,False,94,True,104,False,55,False,67,3,3.651576042,2.150403976,0.802375078,Azul,
320,447,n,False,198,123,False,94,False,104,False,55,True,68,1,2.549129963,1.047950029,0.802135944,Naranja,
321,371,s,True,199,123,True,95,False,104,False,55,False,68,6,2.248054028,0.746875048,0.501435041,Azul,
322,515,n,True,200,123,False,95,True,105,False,55,False,68,2,2.452793121,0.952208042,0.501305103,Verde,
323,159,s,True,201,123,True,96,False,105,False,55,False,68,6,4.458826065,2.957756042,0.401511908,Verde,
324,412,n,False,201,124,False,96,False,105,False,55,True,69,2,2.953860044,1.45340395,0.401309967,Azul,
325,282,s,False,201,125,False,96,False,105,True,56,False,69,5,3.254694939,1.753609896,0.601739883,Azul,
326,364,s,True,202,125,True,97,False,105,False,56,False,69,5,1.747742891,0.246697903,0.401004791,Purpura,
327,84,s,True,203,125,True,98,False,105,False,56,False,69,5,1.648146868,0.147068024,0.300768137,Azul,
328,228,s,False,203,126,False,98,False,105,True,57,False,69,6,1.651572943,0.150501013,1.503890038,Azul,
329,495,s,False,203,127,False,98,False,105,True,58,False,69,6,2.049212933,0.548034906,0.501196146,Naranja,
330,417,s,True,204,127,True,99,False,105,False,58,False,69,6,1.650557041,0.150000095,0.200664997,Verde,
331,127,s,True,205,127,True,100,False,105,False,58,False,69,6,1.651618004,0.150425196,0.70195508,Verde,
332,39,s,True,206,127,True,101,False,105,False,58,False,69,6,1.652694941,0.151631117,0.300912857,Azul,
333,633,s,False,206,128,False,101,False,105,True,59,False,69,5,1.753511906,0.252393007,1.002378941,Verde,
334,142,s,True,207,128,True,102,False,105,False,59,False,69,6,2.442215204,0.941053152,0.601984978,Naranja,
335,304,n,True,208,128,False,102,True,106,False,59,False,69,1,2.34954381,0.848354816,0.300884962,Azul,
336,436,s,True,209,128,True,103,False,106,False,59,False,69,5,1.647345066,0.14644289,0.300860882,Purpura,
337,525,n,True,210,128,False,103,True,107,False,59,False,69,1,1.648115158,0.147041082,1.503773928,Purpura,
338,455,n,False,210,129,False,103,False,107,False,59,True,70,1,1.654356003,0.153155088,0.601350069,Azul,
339,459,n,False,210,130,False,103,False,107,False,59,True,71,1,1.646417856,0.14572382,0.501513004,Azul,
340,543,n,True,211,130,False,103,True,108,False,59,False,71,3,4.959508181,3.458302975,0.702202082,Naranja,
341,494,n,True,212,130,False,103,True,109,False,59,False,71,1,1.648845911,0.147738934,0.401825905,Azul,
342,460,s,True,213,130,True,104,False,109,False,59,False,71,6,1.947854042,0.446653128,0.40161109,Naranja,
343,571,s,False,213,131,False,104,False,109,True,60,False,71,6,1.837632179,0.336502075,0.902611971,Azul,
344,92,s,True,214,131,True,105,False,109,False,60,False,71,6,1.952265024,0.451105833,1.303393126,Verde,
345,45,s,True,215,131,True,106,False,109,False,60,False,71,5,2.33916378,0.838051081,0.401196003,Azul,
346,504,s,False,215,132,False,106,False,109,True,61,False,71,5,1.949020147,0.447870016,0.501241922,Azul,
347,379,s,True,216,132,True,107,False,109,False,61,False,71,4,1.647387981,0.146217108,2.606654167,Verde,
348,517,n,True,217,132,False,107,True,110,False,61,False,71,1,5.35511899,3.853987932,0.200664997,Naranja,
349,197,s,False,217,133,False,107,False,110,True,62,False,71,6,1.853276968,0.35214901,0.401221991,Verde,
350,336,n,False,217,134,False,107,False,110,False,62,True,72,1,1.646973133,0.145823002,0.10184598,Azul,
351,185,n,True,218,134,False,107,True,111,False,62,False,72,2,2.252138138,0.75158596,0.401170015,Purpura,
352,319,n,True,219,134,False,107,True,112,False,62,False,72,1,1.65170002,0.150593042,4.110116005,Purpura,
353,278,n,True,220,134,False,107,True,113,False,62,False,72,1,2.654699087,1.153527975,0.501466036,Purpura,
354,456,s,True,221,134,True,108,False,113,False,62,False,72,6,1.63773489,0.136671782,0.300745964,Purpura,
355,389,s,True,222,134,True,109,False,113,False,62,False,72,5,2.856520891,1.355337858,0.701829195,Verde,
356,497,s,False,222,135,False,109,False,113,True,63,False,72,6,2.249467134,0.748387098,0.50156188,Azul,
357,535,n,True,223,135,False,109,True,114,False,63,False,72,1,1.947577,0.446508169,1.80430007,Purpura,
358,362,n,False,223,136,False,109,False,114,False,63,True,73,1,1.847136974,0.345978022,0.401123047,Azul,
359,104,n,False,223,137,False,109,False,114,False,63,True,74,1,1.652080059,0.150923014,0.902399063,Naranja,
360,83,s,True,224,137,True,110,False,114,False,63,False,74,6,1.647874832,0.146747112,0.300986052,Purpura,
361,386,s,True,225,137,True,111,False,114,False,63,False,74,5,2.251538038,0.750975132,0.501214027,Verde,
362,484,s,False,225,138,False,111,False,114,True,64,False,74,6,1.653303146,0.1521101,0.30103898,Purpura,
363,134,s,True,226,138,True,112,False,114,False,64,False,74,6,1.651555061,0.150496006,0.30076313,Purpura,
364,266,s,False,226,139,False,112,False,114,True,65,False,74,6,1.646970987,0.145807028,0.801944971,Azul,
365,630,n,True,227,139,False,112,True,115,False,65,False,74,1,1.647079945,0.145974874,0.400988817,Verde,
366,133,s,True,228,139,True,113,False,115,False,65,False,74,5,1.752456903,0.251358032,0.902489185,Verde,
367,565,n,True,229,139,False,113,True,116,False,65,False,74,1,1.648103952,0.146924019,0.300873041,Naranja,
368,81,n,False,229,140,False,113,False,116,False,65,True,75,1,1.647398949,0.146226883,0.401158094,Naranja,
369,491,s,False,229,141,False,113,False,116,True,66,False,75,4,1.64752388,0.146414995,4.410504103,Azul,
370,546,s,False,229,142,False,113,False,116,True,67,False,75,5,1.951117039,0.450643063,0.501266956,Naranja,
371,54,n,False,229,143,False,113,False,116,False,67,True,76,1,1.647115946,0.1459589,0.100461006,Purpura,
372,324,n,False,229,144,False,113,False,116,False,67,True,77,2,2.251474142,0.750760078,1.002625942,Naranja,
373,310,n,True,230,144,False,113,True,117,False,67,False,77,1,1.648117065,0.146961927,0.100402117,Purpura,
374,47,n,False,230,145,False,113,False,117,False,67,True,78,1,1.647596836,0.146313906,0.802054882,Verde,
375,334,n,False,230,146,False,113,False,117,False,67,True,79,1,1.64812994,0.146934986,0.300866842,Naranja,
376,539,s,False,230,147,False,113,False,117,True,68,False,79,5,1.750777006,0.250170946,1.303231001,Azul,
377,110,n,False,230,148,False,113,False,117,False,68,True,80,1,1.646756172,0.14558506,0.3008461,Naranja,
378,572,s,False,230,149,False,113,False,117,True,69,False,80,6,2.853297949,1.35266304,0.601969004,Naranja,
379,309,n,True,231,149,False,113,True,118,False,69,False,80,1,1.651599884,0.15049696,0.60175395,Verde,
380,322,n,False,231,150,False,113,False,118,False,69,True,81,1,5.356228828,3.855022907,1.102519989,Verde,
381,260,n,True,232,150,False,113,True,119,False,69,False,81,2,2.65507102,1.154002905,0.401541948,Azul,
382,204,n,True,233,150,False,113,True,120,False,69,False,81,1,1.640161991,0.139540911,0.200597048,Verde,
383,302,n,True,234,150,False,113,True,121,False,69,False,81,1,1.646802902,0.145678043,0.200598955,Naranja,
384,582,n,True,235,150,False,113,True,122,False,69,False,81,1,1.650635958,0.150025129,0.501406908,Verde,
385,588,s,False,235,151,False,113,False,122,True,70,False,81,6,1.747292995,0.246193171,0.501854897,Naranja,
386,441,s,True,236,151,True,114,False,122,False,70,False,81,6,1.650397062,0.149937153,0.601449013,Verde,
387,384,s,True,237,151,True,115,False,122,False,70,False,81,5,1.646739006,0.145678997,0.702040911,Azul,
388,116,n,False,237,152,False,115,False,122,False,70,True,82,3,1.64713192,0.145947218,1.203135014,Azul,
389,492,s,False,237,153,False,115,False,122,True,71,False,82,6,1.646942854,0.14587903,0.50150919,Naranja,
390,286,s,False,237,154,False,115,False,122,True,72,False,82,6,9.369631052,7.868476152,0.802589178,Naranja,
391,595,n,True,238,154,False,115,True,123,False,72,False,82,2,3.150527,1.649402142,0.401054859,Verde,
392,472,n,False,238,155,False,115,False,123,False,72,True,83,2,2.548139811,1.047053814,0.401113033,Azul,
393,248,n,True,239,155,False,115,True,124,False,72,False,83,1,1.848305941,0.347155809,1.303654909,Naranja,
394,311,n,True,240,155,False,115,True,125,False,72,False,83,1,1.64824605,0.14708209,0.400970221,Naranja,
395,55,s,True,241,155,True,116,False,125,False,72,False,83,6,4.554295063,3.053227901,0.501364946,Azul,
396,130,s,True,242,155,True,117,False,125,False,72,False,83,6,1.650522947,0.149451017,1.203150988,Verde,
397,573,n,True,243,155,False,117,True,126,False,72,False,83,2,1.653213978,0.152102947,0.701704025,Purpura,
398,416,n,False,243,156,False,117,False,126,False,72,True,84,2,1.737740994,0.23666501,0.902353048,Naranja,
399,556,n,True,244,156,False,117,True,127,False,72,False,84,2,1.647035122,0.145852089,0.501615047,Naranja,
400,198,n,True,245,156,False,117,True,128,False,72,False,84,3,2.855657816,1.354552031,0.902530193,Purpura,
401,234,s,False,245,157,False,117,False,128,True,73,False,84,6,4.34574008,2.844676971,0.401209116,Azul,
402,356,s,True,246,157,True,118,False,128,False,73,False,84,6,2.15167594,0.651278019,0.501348019,Naranja,
403,167,s,False,246,158,False,118,False,128,True,74,False,84,6,1.651576996,0.150485992,0.401120901,Azul,
404,360,s,True,247,158,True,119,False,128,False,74,False,84,6,1.647138119,0.146049976,0.701680899,Verde,
405,169,s,False,247,159,False,119,False,128,True,75,False,84,6,1.639953136,0.138818026,0.501275063,Purpura,
406,352,n,False,247,160,False,119,False,128,False,75,True,85,1,1.937933922,0.436794043,0.70156002,Azul,
407,574,n,True,248,160,False,119,True,129,False,75,False,85,1,1.848703146,0.347505093,0.501409054,Azul,
408,534,n,True,249,160,False,119,True,130,False,75,False,85,1,1.646015167,0.144889116,0.60178709,Verde,
409,490,s,False,249,161,False,119,False,130,True,76,False,85,6,1.647049189,0.146648169,0.501471996,Purpura,
410,270,s,False,249,162,False,119,False,130,True,77,False,85,6,2.148363113,0.647217989,0.802196026,Naranja,
411,621,n,True,250,162,False,119,True,131,False,77,False,85,1,1.647178888,0.146079063,0.300728083,Purpura,
412,632,n,True,251,162,False,119,True,132,False,77,False,85,1,1.647666931,0.146525145,0.501337051,Azul,
413,372,n,False,251,163,False,119,False,132,False,77,True,86,1,1.651122093,0.149947882,0.90227294,Naranja,
414,349,s,True,252,163,True,120,False,132,False,77,False,86,6,2.049244881,0.548172951,0.802358866,Azul,
415,63,s,True,253,163,True,121,False,132,False,77,False,86,6,1.652416945,0.151271105,0.300872087,Verde,
416,347,n,False,253,164,False,121,False,132,False,77,True,87,1,1.646536112,0.145372152,0.701900005,Verde,
417,11,n,False,253,165,False,121,False,132,False,77,True,88,1,1.641064882,0.140075922,0.501396179,Naranja,
418,536,n,True,254,165,False,121,True,133,False,77,False,88,1,2.14833498,0.647269011,0.40123415,Azul,
419,144,s,True,255,165,True,122,False,133,False,77,False,88,6,1.647608995,0.146504879,0.300767899,Purpura,
420,404,s,True,256,165,True,123,False,133,False,77,False,88,6,2.047964096,0.546887159,0.601446152,Naranja,
421,147,s,True,257,165,True,124,False,133,False,77,False,88,6,1.651427984,0.150316,0.401117086,Purpura,
422,593,s,False,257,166,False,124,False,133,True,78,False,88,6,5.858263969,4.357064009,0.401552916,Azul,
423,73,s,True,258,166,True,125,False,133,False,78,False,88,6,1.640476227,0.139405966,0.701728821,Purpura,
424,209,s,False,258,167,False,125,False,133,True,79,False,88,6,1.651649952,0.150500059,0.902466059,Naranja,
425,241,s,False,258,168,False,125,False,133,True,80,False,88,6,1.851046085,0.349931002,0.601656914,Naranja,
426,481,n,True,259,168,False,125,True,134,False,80,False,88,2,2.449982166,0.949629068,0.802554846,Azul,
427,385,n,False,259,169,False,125,False,134,False,80,True,89,3,4.657497883,3.156949997,0.401067972,Naranja,
428,566,n,True,260,169,False,125,True,135,False,80,False,89,2,1.646517992,0.145339966,1.303426981,Verde,
429,444,s,True,261,169,True,126,False,135,False,80,False,89,6,1.747388124,0.246201992,0.401155949,Naranja,
430,440,s,True,262,169,True,127,False,135,False,80,False,89,6,1.647063017,0.145867109,0.501943827,Azul,
431,190,n,True,263,169,False,127,True,136,False,80,False,89,1,2.153344154,0.652114153,0.401207209,Naranja,
432,338,n,False,263,170,False,127,False,136,False,80,True,90,1,1.639593124,0.13837409,0.100485086,Verde,
433,184,n,True,264,170,False,127,True,137,False,80,False,90,1,1.640397787,0.139237881,0.300791979,Naranja,
434,53,n,False,264,171,False,127,False,137,False,80,True,91,2,3.050493002,1.549340963,0.902259111,Verde,
435,637,n,True,265,171,False,127,True,138,False,80,False,91,1,1.648514032,0.147384882,0.200633049,Purpura,
436,339,n,False,265,172,False,127,False,138,False,80,True,92,3,1.647642851,0.146497965,0.902185202,Azul,
437,242,s,False,265,173,False,127,False,138,True,81,False,92,6,1.647196054,0.146015882,0.401036978,Verde,
438,281,n,True,266,173,False,127,True,139,False,81,False,92,1,2.453305006,0.952136993,0.300893068,Purpura,
439,596,n,True,267,173,False,127,True,140,False,81,False,92,1,3.450951815,1.949787855,0.301383972,Purpura,
440,252,n,True,268,173,False,127,True,141,False,81,False,92,3,2.5551548,1.054996967,0.300928831,Verde,
441,232,n,True,269,173,False,127,True,142,False,81,False,92,1,1.953655958,0.452517986,0.40112114,Naranja,
442,43,n,False,269,174,False,127,False,142,False,81,True,93,3,9.058717012,7.557611942,2.506767035,Naranja,
443,514,s,False,269,175,False,127,False,142,True,82,False,93,6,2.154386044,0.653187037,0.702052116,Naranja,
444,623,n,True,270,175,False,127,True,143,False,82,False,93,1,1.847385883,0.346225977,3.608860016,Naranja,
445,161,n,True,271,175,False,127,True,144,False,82,False,93,2,1.652040005,0.151682854,0.300994158,Naranja,
446,601,n,True,272,175,False,127,True,145,False,82,False,93,3,1.747246027,0.246112108,0.701817036,Verde,
447,255,n,True,273,175,False,127,True,146,False,82,False,93,2,1.652614117,0.151465893,0.601480961,Verde,
448,415,n,False,273,176,False,127,False,146,False,82,True,94,1,1.64713192,0.146011829,0.300813913,Azul,
449,256,n,True,274,176,False,127,True,147,False,82,False,94,1,1.651826859,0.150641918,0.401098013,Purpura,
450,300,n,True,275,176,False,127,True,148,False,82,False,94,1,1.647094965,0.146044016,0.501383066,Purpura,
451,446,n,False,275,177,False,127,False,148,False,82,True,95,1,2.248245001,0.747185946,0.601623058,Azul,
452,522,n,True,276,177,False,127,True,149,False,82,False,95,3,3.250605106,1.749618053,0.501485109,Purpura,
453,607,n,True,277,177,False,127,True,150,False,82,False,95,1,1.646953106,0.145905972,0.701730013,Naranja,
454,527,n,True,278,177,False,127,True,151,False,82,False,95,1,1.647394896,0.146755219,0.501550913,Naranja,
455,89,s,True,279,177,True,128,False,151,False,82,False,95,6,2.353111029,0.851932049,0.601532936,Purpura,
456,229,s,False,279,178,False,128,False,151,True,83,False,95,6,4.359205961,2.858959913,0.401108027,Verde,
457,18,s,True,280,178,True,129,False,151,False,83,False,95,6,3.041852951,1.540653944,0.400969028,Verde,
458,150,s,True,281,178,True,130,False,151,False,83,False,95,6,2.453511,0.952320814,0.401263952,Purpura,
459,452,s,True,282,178,True,131,False,151,False,83,False,95,6,1.650589943,0.150239944,0.401041031,Purpura,
460,451,s,True,283,178,True,132,False,151,False,83,False,95,6,1.64941597,0.148898125,0.401003122,Verde,
461,461,s,True,284,178,True,133,False,151,False,83,False,95,6,1.647084951,0.14598012,0.401282072,Purpura,
462,77,s,True,285,178,True,134,False,151,False,83,False,95,6,1.646303892,0.145968914,0.501399994,Azul,
463,367,s,True,286,178,True,135,False,151,False,83,False,95,6,1.647041082,0.145947933,1.203058004,Purpura,
464,246,n,True,287,178,False,135,True,152,False,83,False,95,2,2.453252792,0.952078819,1.704298019,Purpura,
465,155,s,True,288,178,True,136,False,152,False,83,False,95,6,1.651954889,0.150840998,0.401160002,Naranja,
466,619,s,False,288,179,False,136,False,152,True,84,False,95,6,1.847630978,0.347176075,1.604370117,Azul,
467,271,s,False,288,180,False,136,False,152,True,85,False,95,5,1.646785975,0.145627975,0.401232004,Verde,
468,439,s,True,289,180,True,137,False,152,False,85,False,95,5,1.645905018,0.144788027,0.300755024,Purpura,
469,333,n,False,289,181,False,137,False,152,False,85,True,96,2,1.948035955,0.447000027,1.003113031,Azul,
470,434,n,False,289,182,False,137,False,152,False,85,True,97,2,6.564360857,5.063183069,0.601714134,Naranja,
471,8,s,True,290,182,True,138,False,152,False,85,False,97,6,2.954936028,1.453824997,0.601555109,Naranja,
472,288,n,True,291,182,False,138,True,153,False,85,False,97,1,1.652024984,0.150845051,0.300896168,Purpura,
473,205,n,True,292,182,False,138,True,154,False,85,False,97,1,1.647027969,0.145894051,1.303003073,Azul,
474,38,n,False,292,183,False,138,False,154,False,85,True,98,1,1.652002096,0.150857925,2.706722021,Purpura,
475,181,n,True,293,183,False,138,True,155,False,85,False,98,2,1.94183898,0.440660954,0.903167009,Verde,
476,373,n,False,293,184,False,138,False,155,False,85,True,99,1,1.647084951,0.145992994,0.501299858,Verde,
477,564,s,False,293,185,False,138,False,155,True,86,False,99,4,4.153213024,2.652023077,0.401036978,Purpura,
478,639,n,True,294,185,False,138,True,156,False,86,False,99,1,1.649856091,0.149379015,0.300893784,Naranja,
479,111,n,False,294,186,False,138,False,156,False,86,True,100,2,1.639614105,0.138448954,0.300917864,Verde,
480,44,n,False,294,187,False,138,False,156,False,86,True,101,2,3.545900106,2.044795036,1.102893829,Verde,
481,526,n,True,295,187,False,138,True,157,False,86,False,101,1,2.650000095,1.14891696,0.601676941,Azul,
482,313,n,True,296,187,False,138,True,158,False,86,False,101,1,1.651499987,0.150396109,0.501507998,Purpura,
483,292,s,False,296,188,False,138,False,158,True,87,False,101,5,1.652042151,0.150914192,0.601526022,Azul,
484,598,n,True,297,188,False,138,True,159,False,87,False,101,1,5.261085033,3.759927034,0.401149035,Verde,
485,554,s,False,297,189,False,138,False,159,True,88,False,101,6,1.646891117,0.145809174,0.300853014,Purpura,
486,196,s,False,297,190,False,138,False,159,True,89,False,101,4,1.752279997,0.251060009,0.400892973,Azul,
487,284,n,True,298,190,False,138,True,160,False,89,False,101,3,1.853048086,0.351955175,0.701883793,Verde,
488,20,n,False,298,191,False,138,False,160,False,89,True,102,2,2.048569918,0.547391891,0.501390934,Azul,
489,591,n,True,299,191,False,138,True,161,False,89,False,102,1,3.856278181,2.355102062,1.503705025,Naranja,
490,49,n,False,299,192,False,138,False,161,False,89,True,103,2,1.640256882,0.139762878,0.701943874,Naranja,
491,483,n,True,300,192,False,138,True,162,False,89,False,103,2,3.755343914,2.254880905,0.902525187,Verde,
492,307,n,True,301,192,False,138,True,163,False,89,False,103,2,4.859826088,3.358653069,1.504586935,Azul,
493,519,n,True,302,192,False,138,True,164,False,89,False,103,1,2.24997592,0.748881102,0.501780033,Purpura,
494,152,s,True,303,192,True,139,False,164,False,89,False,103,5,2.353667021,0.85317111,0.601627111,Naranja,
495,291,n,True,304,192,False,139,True,165,False,89,False,103,1,1.651636124,0.150582075,0.300810099,Purpura,
496,62,n,False,304,193,False,139,False,165,False,89,True,104,1,1.852606058,0.351495028,0.601675987,Naranja,
497,377,n,False,304,194,False,139,False,165,False,89,True,105,1,12.77822399,11.27761006,0.401241064,Purpura,
498,503,n,True,305,194,False,139,True,166,False,89,False,105,1,2.04813695,0.546928167,0.401166201,Purpura,
499,177,s,False,305,195,False,139,False,166,True,90,False,105,6,1.640100956,0.139023066,0.300810814,Naranja,
500,58,s,True,306,195,True,140,False,166,False,90,False,105,6,1.65161109,0.150514126,0.501446009,Azul,
501,170,s,False,306,196,False,140,False,166,True,91,False,105,6,1.640379906,0.139217854,0.701917887,Azul,
502,125,s,True,307,196,True,141,False,166,False,91,False,105,6,1.652704954,0.15160799,0.401082993,Azul,
503,98,s,True,308,196,True,142,False,166,False,91,False,105,6,1.651669979,0.151401043,0.401026964,Verde,
504,219,s,False,308,197,False,142,False,166,True,92,False,105,5,1.653069973,0.151906013,0.601624966,Naranja,
505,340,s,True,309,197,True,143,False,166,False,92,False,105,6,1.652060032,0.150862932,0.401352882,Naranja,
506,344,s,True,310,197,True,144,False,166,False,92,False,105,4,1.648154974,0.147686005,0.601796865,Verde,
507,178,s,False,310,198,False,144,False,166,True,93,False,105,5,1.647056818,0.145839214,0.601507187,Verde,
508,620,n,True,311,198,False,144,True,167,False,93,False,105,1,4.053915977,2.552772045,0.501476049,Naranja,
509,3,s,True,312,198,True,145,False,167,False,93,False,105,4,3.556925058,2.055819035,0.701962948,Purpura,
510,78,s,True,313,198,True,146,False,167,False,93,False,105,6,1.647266865,0.146111012,0.401209116,Naranja,
511,505,n,True,314,198,False,146,True,168,False,93,False,105,3,3.553799868,2.053282976,0.601915836,Verde,
512,149,s,True,315,198,True,147,False,168,False,93,False,105,5,4.558711052,3.057553053,0.801970005,Verde,
513,353,n,False,315,199,False,147,False,168,False,93,True,106,1,2.448837996,0.947772026,0.401082993,Naranja,
514,604,n,True,316,199,False,147,True,169,False,93,False,106,1,1.650456905,0.15000701,2.606411934,Naranja,
515,435,n,False,316,200,False,147,False,169,False,93,True,107,1,3.356632948,1.855469942,0.300867081,Verde,
